GameId, Board, HandOne, HandTwo, MoveNumber, CurrentPlayer
418028583, , 40 52 2 33 16 15 46 5 37 34 1 3 24 7, 43 8 47 30 12 17 39 31 44 20 9 36 14 18, 0, 0
418028583, , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10, 43 8 47 30 12 17 39 31 44 20 9 36 14 18, 1, 1
418028583, , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10, 43 8 47 30 12 17 39 31 44 20 9 36 14 18 53, 2, 0
418028583, , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25, 43 8 47 30 12 17 39 31 44 20 9 36 14 18 53, 3, 1
418028583, 17 30 43 ;18 31 44 ;8 53 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25, 12 39 20 9 36 14, 4, 0
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35, 12 39 20 9 36 14, 5, 1
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35, 12 39 20 9 36 14 13, 6, 0
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50, 12 39 20 9 36 14 13, 7, 1
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50, 12 39 20 9 36 14 13 51, 8, 0
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45, 12 39 20 9 36 14 13 51, 9, 1
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45, 12 39 20 9 36 14 13 51 22, 10, 0
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45 28, 12 39 20 9 36 14 13 51 22, 11, 1
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45 28, 12 39 20 9 36 14 13 51 22 48, 12, 0
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45 28 4, 12 39 20 9 36 14 13 51 22 48, 13, 1
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45 28 4, 12 39 20 9 36 14 13 51 22 48 23, 14, 0
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45 28 4 19, 12 39 20 9 36 14 13 51 22 48 23, 15, 1
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45 28 4 19, 12 39 20 9 36 14 13 51 22 48 23 38, 16, 0
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45 28 4 19 32, 12 39 20 9 36 14 13 51 22 48 23 38, 17, 1
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45 28 4 19 32, 12 39 20 9 36 14 13 51 22 48 23 38 21, 18, 0
418028583, 17 30 43 ;18 31 44 ;8 9 47 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45 28 4 19 32 41, 12 39 20 9 36 14 13 51 22 48 23 38 21, 19, 1
418028583, 17 30 43 ;18 31 44 ;8 21 47 ;9 22 48 ;12 38 51 , 40 52 2 33 16 15 46 5 37 34 1 3 24 7 10 25 35 50 45 28 4 19 32 41, 39 20 9 36 14 13 23, 20, 0
418028583, 1 2 3 4 5 ;15 28 41 ;19 32 45 ;7 33 46 ;24 37 50 ;17 30 43 ;18 31 44 ;8 21 47 ;9 22 48 ;12 38 51 , 40 52 16 34 10 25 35, 39 20 9 36 14 13 23, 21, 1
418028583, 1 2 3 ;7 8 9 ;30 31 32 33 ;45 46 47 48 ;19 20 21 22 23 ;15 28 41 ;4 17 43 ;5 18 44 ;24 37 50 ;12 38 51 , 40 52 16 34 10 25 35, 39 9 36 14 13, 22, 0
418028583, 1 2 3 ;16 17 18 ;7 8 9 10 ;32 33 34 35 ;45 46 47 48 ;19 20 21 22 23 ;12 25 38 51 ;15 28 41 ;4 30 43 ;5 31 44 ;24 37 50 , 40 52, 39 9 36 14 13, 23, 1
418028583, 1 2 3 ;7 8 9 ;16 17 18 ;20 21 22 ;33 34 35 ;46 47 48 ;12 25 38 51 ;15 28 41 ;4 30 43 ;5 31 44 ;19 32 45 ;10 23 36 ;24 37 50 , 40 52, 39 9 14 13, 24, 0
418028583, 1 2 3 ;16 17 18 ;19 20 21 ;22 23 24 ;32 33 34 ;35 36 37 ;50 51 52 ;7 8 9 10 ;45 46 47 48 ;15 28 41 ;4 30 43 ;5 31 44 ;12 25 38 , 40, 39 9 14 13, 25, 1
418028583, 1 2 3 ;7 8 9 ;16 17 18 ;20 21 22 ;33 34 35 ;46 47 48 ;12 25 38 51 ;15 28 41 ;4 30 43 ;5 31 44 ;19 32 45 ;10 23 36 ;24 37 50 ;13 39 52 , 40, 9 14, 26, 0
418028583, 1 2 3 ;7 8 9 ;16 17 18 ;20 21 22 ;33 34 35 ;46 47 48 ;12 25 38 51 ;15 28 41 ;4 30 43 ;5 31 44 ;19 32 45 ;10 23 36 ;24 37 50 ;13 39 52 , 40 6, 9 14, 27, 1
418028583, 1 2 3 ;7 8 9 ;16 17 18 ;20 21 22 ;33 34 35 ;46 47 48 ;12 25 38 51 ;15 28 41 ;4 30 43 ;5 31 44 ;19 32 45 ;10 23 36 ;24 37 50 ;13 39 52 , 40 6, 9 14 27, 28, 0
418028583, 1 2 3 ;4 5 6 ;7 8 9 ;16 17 18 ;30 31 32 ;33 34 35 ;43 44 45 ;46 47 48 ;19 20 21 22 ;12 25 38 51 ;15 28 41 ;10 23 36 ;24 37 50 ;13 39 52 , 40, 9 14 27, 29, 1
418028583, 2 3 4 ;5 6 7 ;8 9 10 ;16 17 18 ;34 35 36 ;43 44 45 ;46 47 48 ;30 31 32 33 ;19 20 21 22 23 ;12 25 38 51 ;1 14 27 ;15 28 41 ;24 37 50 ;13 39 52 , 40, 9, 30, 0
418028583, 1 2 3 ;4 5 6 ;7 8 9 ;16 17 18 ;30 31 32 ;33 34 35 ;43 44 45 ;46 47 48 ;19 20 21 22 ;12 25 38 51 ;14 27 40 ;15 28 41 ;10 23 36 ;24 37 50 ;13 39 52 , , 9, 31, 1
